type,title,director,cast,release_year,rating,listed_in
0,1892,3733,4963,2020,3,369
0,1425,1962,211,2019,3,400
1,2262,1066,5505,2012,3,49
0,5621,3809,933,2019,3,0
0,3501,2742,2134,2020,2,374
0,2507,3712,2743,2016,3,314
1,5721,1066,2578,2014,1,128
0,4408,2345,1680,2019,3,334
0,6009,2512,1598,2015,3,314
1,6609,1066,1362,2011,1,128
0,1591,787,1033,2021,3,400
0,5576,3859,2731,2021,3,391
0,6150,469,3168,2020,3,308
0,3270,2299,2835,2014,3,191
0,6551,1412,1771,2020,2,255
1,5813,1066,5481,2021,1,128
0,3464,3888,5177,2019,1,414
1,2584,1066,166,2005,3,439
0,2491,2754,1362,2020,1,414
1,431,1066,2546,2019,3,449
0,6894,4070,4674,2016,3,430
1,6333,1066,2114,2018,3,314
0,2773,2419,3102,2016,3,447
0,2848,1992,3336,2014,3,191
1,5760,1066,2272,2021,3,128
0,721,4110,3172,2021,3,332
0,6793,1352,3211,2013,3,357
0,6908,521,4240,2019,3,54
1,3059,1066,2201,2020,3,275
1,3195,1066,1362,2020,3,350
1,4677,1066,2065,2011,1,128
0,5754,4170,248,2015,3,226
0,2404,1066,1362,2019,1,414
1,4481,1066,1362,2021,3,442
0,4876,2831,3534,2021,3,391
0,1690,2487,2684,2018,3,400
0,1544,3658,2244,2006,3,314
0,2041,2209,865,2010,3,246
0,6247,1066,1362,2020,1,128
0,1080,3973,849,2021,3,398
0,4838,2547,4249,2016,0,428
0,3349,414,3751,2021,3,357
0,785,418,3701,2021,3,314
0,7224,85,1537,2016,3,244
0,1930,3595,3083,2007,0,244
0,218,2178,1552,2015,3,220
0,6866,3166,2959,2014,3,226
0,4472,3189,3016,2021,3,369
0,645,2544,429,2006,0,314
1,6982,1066,2230,2021,3,314
0,6653,1098,1343,2019,3,165
0,1403,3057,5229,2015,3,314
1,5502,1066,1450,2014,2,451
0,439,3829,3809,2020,3,237
0,58,1066,3264,2017,1,386
0,4646,1212,1362,2021,3,391
0,5194,2541,4412,2011,3,365
0,2192,3472,3480,2021,3,430
0,4374,1784,2351,2020,3,221
1,824,1066,272,2020,1,128
0,1181,1675,1362,2006,3,439
0,6169,742,1704,2020,3,357
0,6177,360,1362,2019,1,128
0,4432,1355,2276,2021,0,200
0,0,2879,5359,2020,3,357
1,3122,1066,4005,2020,1,255
0,632,2074,2890,2018,3,62
0,1526,1131,1502,2020,3,58
0,3854,2470,606,2014,1,389
0,66,1066,3264,2018,1,386
0,5479,3236,4984,2019,3,191
1,340,1066,0,2021,1,449
0,5361,785,877,2017,0,61
0,2071,382,5425,2018,3,357
0,3307,3191,1697,2019,3,175
0,1945,2562,21,2008,3,314
1,787,1066,4303,2021,3,314
0,833,2670,1620,2009,3,391
0,2473,1571,2560,2012,2,117
0,5356,1004,720,2013,2,314
0,3177,2987,2980,2021,3,369
0,1882,324,3929,2020,3,314
1,493,1066,2352,2020,3,449
0,216,2756,504,2015,2,374
0,4045,3818,5227,2005,3,314
0,5595,449,5134,2021,3,68
0,5288,3339,1449,2018,3,275
0,3277,3165,1706,2013,3,369
0,1492,1667,192,2016,2,152
0,6555,2789,129,2009,3,220
0,7064,639,1362,2016,1,364
0,7006,75,2725,2020,3,334
0,6625,4055,2228,2008,3,49
0,2038,858,865,2010,3,247
1,3951,1066,1462,2011,1,147
0,148,2470,1362,2012,1,439
0,4104,4220,5617,2019,3,220
0,3834,893,1362,2020,1,128
0,526,1568,5295,2021,3,314
0,1765,3036,5569,2010,0,234
0,851,2662,2419,2018,0,447
0,2249,4030,2907,2021,1,129
0,2418,403,4618,2019,3,337
0,2888,1066,1362,2020,1,220
0,4399,929,4944,2020,3,366
0,6681,756,3338,2021,3,128
0,1023,3770,5016,2020,1,414
1,3567,1066,5304,2016,2,451
0,3616,1182,2701,2010,0,226
0,6072,1582,338,2010,3,82
0,4184,1874,3114,2014,1,275
0,97,1066,3264,2018,1,386
0,3042,1708,1362,2021,3,391
0,5450,2117,1362,2011,3,447
0,3003,1624,2193,2019,3,305
0,5163,1560,1362,2018,3,275
0,6557,2102,4135,2015,3,226
0,4178,1702,3780,2018,3,195
0,4101,3671,2237,2006,3,226
0,420,3705,3423,2019,3,262
0,5505,3620,2140,2019,2,316
0,2310,1390,1941,2014,0,314
0,3818,2326,5446,2021,3,314
0,4609,3069,1362,2021,1,128
1,5961,1066,3770,2013,3,449
0,2886,1066,1362,2019,1,83
1,4693,1066,1741,2007,1,218
0,3209,3085,4839,2021,3,447
0,6283,3023,5140,2017,3,308
0,6795,1190,1549,2010,3,154
0,6306,250,1161,2011,0,391
0,4694,392,1603,2021,3,30
1,1416,1066,2376,2021,2,313
0,5880,509,1063,2016,2,226
0,2481,132,187,2021,1,363
0,4157,214,5434,2018,3,341
0,5566,590,1362,2019,3,132
0,107,3598,4231,2018,3,58
0,2664,4123,5368,2018,3,341
1,574,1066,3895,2017,3,414
0,4179,201,4131,2021,3,434
0,689,3877,5427,2021,3,391
0,5307,620,1362,2019,1,414
0,5332,4097,5456,2018,3,54
0,1878,1977,1231,2021,3,239
1,5343,1066,1938,2021,3,445
0,2908,2233,503,2021,3,369
0,232,220,3960,2020,3,369
1,3394,1066,4621,2019,3,449
1,2217,1066,5236,2020,3,297
1,2319,1066,5641,2016,0,449
0,4291,2105,3924,2020,3,262
1,3175,1066,5161,2019,1,414
1,7152,1066,5119,2015,3,91
0,6062,416,1362,2007,3,428
1,746,1066,1362,2016,2,439
0,6512,2352,4129,2011,0,391
0,5679,1724,5102,2013,3,191
1,3682,1066,4836,2019,3,337
0,5330,657,5378,2019,1,262
0,375,2306,913,2017,3,156
0,23,981,2004,2014,3,436
1,1316,1066,3785,2019,1,443
0,98,1066,3264,2019,1,386
0,1783,1087,310,2015,3,447
1,1809,1066,3906,2008,1,18
0,2596,3636,283,2020,3,405
0,2875,1016,1556,2012,3,314
1,2576,1066,1275,2017,2,449
0,6135,938,1225,2017,3,314
0,5854,2813,3909,2018,3,226
0,2308,1444,3091,2018,3,220
1,6229,1066,3737,2017,1,372
0,7167,1817,3583,2010,3,391
0,2282,3393,2511,2014,0,337
0,6036,3842,270,2006,2,391
0,6882,620,1878,2019,1,414
0,744,1454,1577,2018,3,287
0,3980,2101,2709,2011,3,226
0,7219,4197,5674,2015,0,0
0,5878,1172,780,2014,0,430
0,5268,1066,1362,2011,3,428
0,4221,2287,3865,2007,2,86
0,1244,1317,4815,2021,3,173
0,2690,160,1860,2020,3,314
0,1147,2927,4626,2021,3,314
0,6148,238,2467,2018,3,400
0,7184,2470,1471,2014,1,439
1,4485,1066,4157,2020,3,6
1,607,1066,1362,2011,1,128
1,255,1066,2173,2017,3,449
0,661,2470,1362,2012,1,439
0,3749,2370,3291,2019,3,0
1,7137,1066,3112,2020,3,299
0,5150,1596,3516,2010,3,369
0,2463,4012,5347,2019,3,226
0,1795,3916,4436,2017,3,400
0,5612,685,2278,2017,3,314
0,6043,2925,2705,2016,3,406
1,7202,1066,3584,2018,1,2
0,3295,2162,3861,2019,0,86
1,3971,1066,1362,2016,1,127
0,1897,1120,1463,2014,3,191
1,414,1066,4024,2020,2,0
0,3764,3142,2738,2019,3,52
0,2801,4248,5667,2019,3,400
0,4398,1900,4770,2015,3,226
0,5471,275,4871,2021,3,262
0,6268,3521,2213,2013,3,256
1,4590,1066,3789,2018,3,314
0,2721,1058,938,2012,0,42
0,3094,2673,2337,2015,3,191
0,7166,3456,40,2019,3,244
0,1041,3224,4483,2021,3,391
1,5204,1066,693,2008,2,449
0,5944,211,5059,2016,3,226
0,3273,819,2887,2020,3,182
0,3325,1566,4297,2011,3,314
0,4450,2635,1362,2021,3,275
0,4684,1066,1578,2019,1,414
0,3835,780,3465,2020,3,357
0,1939,1130,917,2015,0,275
0,1209,2773,1425,2020,3,360
0,1564,3206,3529,2013,3,439
0,6862,763,263,2017,3,400
0,935,2213,3271,2018,3,341
1,2781,1066,3166,2014,1,128
0,6995,1246,1641,2021,3,233
0,4958,715,3418,2007,0,369
0,3508,2134,2635,2016,3,160
0,2909,656,885,2021,3,330
0,2223,2494,3441,2021,3,156
1,4865,1066,1362,2018,1,305
1,4497,1066,5104,2009,2,449
0,5081,3229,206,2021,3,399
1,4787,1066,2422,2012,3,358
1,2748,1066,1362,2008,1,305
0,2647,2454,5528,2006,0,49
0,4379,3159,4223,2017,3,226
1,6867,1066,1546,2013,3,364
1,5780,1066,397,2018,3,314
1,3554,1066,1754,2018,1,414
0,627,3020,526,2021,3,399
0,981,3649,679,2019,3,220
0,4915,1144,1362,2021,3,391
0,1435,0,0,2021,3,220
0,484,454,5187,2013,2,255
0,325,4090,2360,2015,3,369
0,3219,2774,497,2017,3,49
1,5293,1066,1362,2017,3,449
0,2472,722,862,2021,3,357
0,4638,3069,1362,2020,1,128
0,306,2826,4946,2019,3,349
0,614,2170,5539,2007,3,314
0,3600,3313,782,2013,0,400
1,1454,1066,1362,2021,1,414
0,1132,884,730,2013,0,86
0,5305,3251,3873,2020,3,369
0,1249,3527,3503,2021,3,391
1,398,1066,2288,2020,3,436
0,4535,1066,1362,2008,3,428
1,3656,1066,1362,2021,2,275
0,2159,1066,1362,2021,1,112
0,1059,2303,163,2016,0,220
0,2803,2254,2940,2019,3,49
0,1449,2650,2381,2020,3,275
0,6753,327,3821,2016,3,339
1,494,1066,1362,2020,3,449
0,1528,3454,4585,2021,3,0
0,3933,2798,4791,2020,1,364
0,1742,2019,2669,2021,3,370
0,3076,404,4561,2017,3,369
1,2213,1066,1362,2021,3,308
0,2318,3438,1164,2015,3,305
1,4461,1066,2146,2020,3,337
0,6909,3692,4495,2019,3,412
1,3510,1066,1362,2013,2,287
0,5815,353,1362,2021,3,447
0,2671,3403,4524,2021,3,244
1,4746,1066,3339,2016,3,443
0,6478,547,1899,2019,3,391
